"Designator","Search","LCSC","MPN","Package","Lib","Stock","AssemblyFlag","Type","Desc"
"J8/J40/J41/J42","1.25mm 3pin connector vertical","C43273","1.25T-6P Vertical welding","SMD,P=1.25mm","expand","551","False","Wire To Board Connector","-25???~+85??? 1 1.25mm 125V 1A 1x6P 3.7mm 4.75mm 6 6P Beige PicoBlade(MX 1.25) Surface Mount,Vertical SMD,P=1.25mm Wire To Board Connector ROHS"
"J8/J40/J41/J42","BM03B-GHS-TBT","C161691","BM03B-GHS-TBT(LF)(SN)","SMD,P=1.25mm","expand","3539","False","Wire To Board Connector","-25???~+85??? 1 1.25mm 1A 1x3P 3 3P 4.05mm 4.32mm 50V 7mm Auxiliary Solder Pin GH PA9T Phosphor bronze Surface Mount,Vertical Tin UL94V-0 White SMD,P=1.25mm Wire To Board Connector ROHS"
"J8/J40/J41/J42","BM03B-GHS-TBT","C2983873","BM03B-GHS-TBT(LF)(SN)(N)","SMD,P=1.25mm","expand","0","False","Wire To Board Connector","-25???~+85??? 1 1.25mm 1A 1x3P 3 3P 4.05mm 4.32mm 50V 7mm Auxiliary Solder Pin GH PA9T Phosphor bronze Surface Mount,Vertical Tin UL94V-0 White SMD,P=1.25mm Wire To Board Connector ROHS"
"J8/J40/J41/J42","JST GH 3P vertical","C52735","1.25T-3P Vertical welding","SMD,P=1.25mm","expand","2","False","Wire To Board Connector","-25???~+85??? 1 1.25mm 125V 1A 1x3P 3 3.7mm 3P 4.75mm Beige PicoBlade(MX 1.25) Surface Mount,Vertical SMD,P=1.25mm Wire To Board Connector ROHS"
"L3","1uH 4A inductor 5040","C3002538","CKST252010-1uH/M","1008","expand","2572","False","Power Inductors","1uH 4.2A 49m?? 4A Molded Inductor ??20% 1008 Power Inductors ROHS"
"L3","1uH 4A inductor 5040","C3002529","CKST201610-1uH/M","0806","expand","1772","False","Power Inductors","1uH 3.4A 49m?? 4A Molded Inductor ??20% 0806 Power Inductors ROHS"
"L3","1uH 4A inductor 5040","C108289","MHCD252012A-1R0M-A8S","SMD","expand","73","False","Power Inductors","1uH 3A 45m?? 4A ??20% SMD Power Inductors ROHS"
"L3","1uH 4A inductor 5040","C113091","LQH55DN1R0M03L","2220","expand","2","False","Power Inductors","1uH 26.6m?? 4A ??20% 2220 Power Inductors ROHS"
"L3","1uH 4A shielded inductor","C18336959","M10Shielded","1x1","expand","22","True","Proximity Sensor/Proximity Switch","1x1 Proximity Sensor/Proximity Switch ROHS"
"L3","1uH 4A shielded inductor","C18336960","M10Non-shielded","1x1","expand","0","True","Proximity Sensor/Proximity Switch","1x1 Proximity Sensor/Proximity Switch ROHS"
"L3","1uH 4A shielded inductor","C18336967","M30Shielded","1x1","expand","0","True","Proximity Sensor/Proximity Switch","1x1 Proximity Sensor/Proximity Switch ROHS"
"L3","1uH 4A shielded inductor","C18336965","M18Shielded","1x1","expand","0","True","Proximity Sensor/Proximity Switch","1x1 Proximity Sensor/Proximity Switch ROHS"
"L3","1uH power inductor 5x5","C135261","SMNR4020-1UH","SMD,4x4mm","expand","2258","False","Power Inductors","1uH 38m?? 4.78A 5.1A Magnetic Shielded Inductor ??20% SMD,4x4mm Power Inductors ROHS"
"L3","1uH power inductor 5x5","C354542","CKCS252010-1uH/N","1008","expand","1899","False","Power Inductors","1.65A 1.85A 108m?? 1uH Magnetic Shielded Inductor ??30% 1008 Power Inductors ROHS"
"L3","1uH power inductor 5x5","C354578","CKCS4018-1uH/N","SMD,4x4mm","expand","1400","False","Power Inductors","1uH 25m?? 2A 4.2A Magnetic Shielded Inductor ??30% SMD,4x4mm Power Inductors ROHS"
"L3","1uH power inductor 5x5","C354562","CKCS3015-1uH/N","SMD,3x3mm","expand","945","False","Power Inductors","1uH 2.32A 2.32A 39m?? Magnetic Shielded Inductor ??30% SMD,3x3mm Power Inductors ROHS"
"Q1","battery protection MOSFET","C9900256803","ICBatteryProtectionS-8211CAM-M5T1SSOT23_5ROHSSeiko","SOT-23-5","expand","0","False","SMT","SOT-23-5 SMT ROHS"
"Q1","battery protection MOSFET","C9900165266","5VESDprotectiondiodesSOD-323","SOD323","expand","0","False","SMT","SOD323 SMT ROHS"
"Q1","battery protection MOSFET","C19951258","5001111PROTECTIONCAP","-","expand","0","False","Switch Accessories / Caps","- Switch Accessories / Caps ROHS"
"Q1","battery protection MOSFET","C9900042842","33VQuadCommonAnodeTVSArrayforESDProtection,SC-74","SOT23-6","expand","0","False","New Arrivals","SOT23-6 New Arrivals ROHS"
"Q1","common drain MOSFET 12V","C236230","EFC4627R-TR","EFCP-4(1x1)","expand","310","False","MOSFETs","-55???~+150??? 1.3V 1.4W 12V 13.4nC@4.5V 2 N-Channel 29.5m??@4.5V 6A Common Drain N-Channel EFCP-4(1x1) MOSFETs ROHS"
"Q1","common drain MOSFET 12V","C605381","EFC2J013NUZTDG","WLCSP-6(1.5x2)","expand","82","False","MOSFETs","-40???~+150??? 1.8W 12V 17A 2 N-Channel 37nC@4.5V 5.8m??@4.5V Common Drain WLCSP-6(1.5x2) MOSFETs ROHS"
"Q1","common drain MOSFET 12V","C42401272","HAM6968N","TSSOP-8","expand","63","False","MOSFETs","-55???~+150??? 1.5W 10nC@4.5V 140pF 2 N-Channel 20V 21m??@4.5V 330pF 600pF 6A 700mV Common Drain N-Channel ??12V TSSOP-8 MOSFETs ROHS"
"Q1","common drain MOSFET 12V","C606011","EFC2J004NUZTDG","WLCSP-6","expand","37","False","MOSFETs","-55???~+150??? 1.5W 12V 14A 2 N-Channel 36nC@4.5V 400mV 7.1m??@4.5V Common Drain N-Channel ??8V WLCSP-6 MOSFETs ROHS"
"Q1","CSD83325L","C2860700","CSD83325L","PicoStar-6","expand","0","False","MOSFETs","-55???~+150??? 1.17nF 1.25V 10.9nC@4.5V 12V 144pF 2 N-Channel 2.3W 243pF 8A 9.9m??@4.5V Common Drain N-Channel PicoStar-6 MOSFETs ROHS"
"Q1","CSD83325L","C2859735","CSD83325LT","BGA-6","expand","0","False","MOSFETs","-55???~+150??? 1.17nF 1.25V 10.9nC@4.5V 12V 144pF 2 N-Channel 2.3W 243pF 8A 9.9m??@4.5V Common Drain N-Channel BGA-6 MOSFETs ROHS"
"Q1","dual N-channel common drain MOSFET","C357843","AO8814","TSSOP-8","expand","2626","False","MOSFETs","-55???~+150??? 1.39nF 1.5W 15.4nC@4.5V 150pF 16m??@10V 190pF 1V 2 N-Channel 20V 7.5A Common Drain N-Channel TSSOP-8 MOSFETs ROHS"
"Q1","dual N-channel common drain MOSFET","C351413","PT8810","SOT-23-6L","expand","2428","False","MOSFETs","1.15nF 145pF 15nC@0V 185pF 1V 2 N-Channel 20V 35m??@1.8V 7A Common Drain SOT-23-6L MOSFETs ROHS"
"Q1","dual N-channel common drain MOSFET","C236230","EFC4627R-TR","EFCP-4(1x1)","expand","310","False","MOSFETs","-55???~+150??? 1.3V 1.4W 12V 13.4nC@4.5V 2 N-Channel 29.5m??@4.5V 6A Common Drain N-Channel EFCP-4(1x1) MOSFETs ROHS"
"Q1","dual N-channel common drain MOSFET","C115839","AON5820","DFN-6-EP(4.5x2)","expand","65","False","MOSFETs","1.51nF 1.7W 10A 13m??@2.5V 15nC@4.5V 1V 2 N-Channel 2.5pF 20V 290pF Common Drain DFN-6-EP(4.5x2) MOSFETs ROHS"
"R4","0603 1% resistor","C177422","RCT0312K4FLF","0603","expand","1019","False","Chip Resistor - Surface Mount","-55???~+155??? 100mW 12.4k?? 75V Thick Film Resistor ??1% ??100ppm/??? 0603 Chip Resistor - Surface Mount ROHS"
"R4","0603 1% resistor","C177426","RCT033K01FLF","0603","expand","685","False","Chip Resistor - Surface Mount","-55???~+155??? 100mW 3.01k?? 75V Thick Film Resistor ??1% ??100ppm/??? 0603 Chip Resistor - Surface Mount ROHS"
"R4","0603 1% resistor","C177425","RCT033K6FLF","0603","expand","42","False","Chip Resistor - Surface Mount","100mW 3.6k?? 75V Thick Film Resistor ??1% ??100ppm/??? 0603 Chip Resistor - Surface Mount ROHS"
"R4","0603 1% resistor","C177424","RCT0312RFLF","0603","expand","3","False","Chip Resistor - Surface Mount","-55???~+155??? 100mW 12?? 75V Thick Film Resistor ??1% ??100ppm/??? 0603 Chip Resistor - Surface Mount ROHS"
"R4","0603 resistor 806R 1%","C23116","0603WAF8060T5E","0603","expand","4404","False","Chip Resistor - Surface Mount","-55???~+155??? 100mW 75V 806?? Thick Film Resistor ??1% ??100ppm/??? 0603 Chip Resistor - Surface Mount ROHS"
"R4","0603 resistor 806R 1%","C218154","ARG03FTC8060","0603","expand","1414","False","Chip Resistor - Surface Mount","-55???~+155??? 100mW 75V 806?? Thin Film Resistor ??1% ??25ppm/??? 0603 Chip Resistor - Surface Mount ROHS"
"R4","0603 resistor 806R 1%","C101197","CR0603FA8060G","0603","expand","40","False","Chip Resistor - Surface Mount","-55???~+125??? 100mW 50V 806?? Thick Film Resistor ??1% ??100ppm/??? 0603 Chip Resistor - Surface Mount ROHS"
"R4","0603 resistor 806R 1%","C170676","WR06X8060FTL","0603","expand","8","False","Chip Resistor - Surface Mount","-55???~+155??? 100mW 75V 806?? Thick Film Resistor ??1% ??100ppm/??? 0603 Chip Resistor - Surface Mount ROHS"
"R4","806R 0603","C23116","0603WAF8060T5E","0603","expand","4404","False","Chip Resistor - Surface Mount","-55???~+155??? 100mW 75V 806?? Thick Film Resistor ??1% ??100ppm/??? 0603 Chip Resistor - Surface Mount ROHS"
"R4","806R 0603","C218154","ARG03FTC8060","0603","expand","1414","False","Chip Resistor - Surface Mount","-55???~+155??? 100mW 75V 806?? Thin Film Resistor ??1% ??25ppm/??? 0603 Chip Resistor - Surface Mount ROHS"
"R4","806R 0603","C101197","CR0603FA8060G","0603","expand","40","False","Chip Resistor - Surface Mount","-55???~+125??? 100mW 50V 806?? Thick Film Resistor ??1% ??100ppm/??? 0603 Chip Resistor - Surface Mount ROHS"
"R4","806R 0603","C170676","WR06X8060FTL","0603","expand","8","False","Chip Resistor - Surface Mount","-55???~+155??? 100mW 75V 806?? Thick Film Resistor ??1% ??100ppm/??? 0603 Chip Resistor - Surface Mount ROHS"
"TH1","0603 thermistor 10k","C20138093","HCTHERMISTOR","-","expand","0","False","NTC Thermistors","- NTC Thermistors ROHS"
"TH1","0603 thermistor 10k","C9900040644","Thermistor","TH-2P","expand","0","False","New Arrivals","TH-2P New Arrivals ROHS"
"TH1","0603 thermistor 10k","C9900158373","100k??Thermistor","TH-2P-BD2.0-D0.3-P2.7","expand","0","False","New Arrivals","TH-2P-BD2.0-D0.3-P2.7 New Arrivals ROHS"
"TH1","0603 thermistor 10k","C9900023314","103ATThermistor","R0603","expand","0","False","SMT","R0603 SMT ROHS"
"TH1","10k NTC 0603 3950","C9900261449","NTC","0603","expand","0","False","SMT","0603 SMT ROHS"
"TH1","10k NTC 0603 3950","C9900274938","NTC","0603","expand","0","False","SMT","0402 SMT ROHS"
"TH1","10k NTC 0603 3950","C9900192103","NTC","0603","expand","0","False","SMT","0603 SMT ROHS"
"TH1","10k NTC 0603 3950","C9900255099","NTC","0603","expand","0","False","SMT","0603 SMT ROHS"
"TH1","NTC 10K 0603","C9900274938","NTC","0603","expand","0","False","SMT","0402 SMT ROHS"
"TH1","NTC 10K 0603","C9900261449","NTC","0603","expand","0","False","SMT","0603 SMT ROHS"
"TH1","NTC 10K 0603","C9900255099","NTC","0603","expand","0","False","SMT","0603 SMT ROHS"
"TH1","NTC 10K 0603","C9900192103","NTC","0603","expand","0","False","SMT","0603 SMT ROHS"
"U1","2-cell battery charger I2C","C9900172002","I2C","SOP-8-150mil","expand","0","False","SMT","SOP-8-150mil SMT ROHS"
"U1","2-cell battery charger I2C","C9900103670","SAID_I2C","QFN-16_L3.0-W3.0-P0.50-TL-EP1.7","expand","0","False","New Arrivals","QFN-16_L3.0-W3.0-P0.50-TL-EP1.7 New Arrivals ROHS"
"U1","2-cell battery charger I2C","C9900103672","SAID_I2C","QFN-16_L3.0-W3.0-P0.50-TL-EP1.7","expand","0","False","New Arrivals","QFN-16_L3.0-W3.0-P0.50-TL-EP1.7 New Arrivals ROHS"
"U1","2-cell battery charger I2C","C9900107265","I2C","XDFN-8-2X3","expand","0","False","New Arrivals","XDFN-8-2X3 New Arrivals ROHS"
"U1","BQ25887","C2761614","BQ25887RGER","QFN-24-EP(4x4)","expand","206","False","Battery Management","-40???~+85??? 14uA 2 2.2A 3.9V~6.2V 400mA I2C Support QFN-24-EP(4x4) Battery Management ROHS"
"U1","BQ25887","C2862617","BQ25887RGET","VQFN-24-EP(4x4)","expand","0","False","Battery Management","-40???~+85??? 2 VQFN-24-EP(4x4) Battery Management ROHS"
"U1","BQ25887RGE","C2761614","BQ25887RGER","QFN-24-EP(4x4)","expand","206","False","Battery Management","-40???~+85??? 14uA 2 2.2A 3.9V~6.2V 400mA I2C Support QFN-24-EP(4x4) Battery Management ROHS"
"U1","BQ25887RGE","C2862617","BQ25887RGET","VQFN-24-EP(4x4)","expand","0","False","Battery Management","-40???~+85??? 2 VQFN-24-EP(4x4) Battery Management ROHS"
"U3/U4","AP63200WU","C2071868","AP63200WU-7","TSOT-23-6","expand","5765","False","DC-DC Converters","-40???~+85??? 1 22uA 2A 3.8V~32V 500kHz Adjustable Buck Buck Built-in Yes TSOT-23-6 DC-DC Converters ROHS"
"U3/U4","AP63203WU","C780769","AP63203WU-7","TSOT-23-6","expand","16449","False","DC-DC Converters","-40???~+85???@(TA) 1 1.1MHz 22uA 2A 3.3V 3.8V~32V Buck Buck Built-in Fixed Yes TSOT-23-6 DC-DC Converters ROHS"
"U3/U4","AP63205WU","C2071056","AP63205WU-7","TSOT-23-6","expand","52193","False","DC-DC Converters","-40???~+85???@(TA) 1 1.1MHz 22uA 2A 3.8V~32V 5V Buck Buck Built-in Fixed Yes TSOT-23-6 DC-DC Converters ROHS"
"U3/U4","SOT23-6 buck 2A adjustable","C88474","SY8120B1ABC","SOT-23-6","expand","58061","False","DC-DC Converters","-40???~+85???@(TA) 1 2A 4.5V~18V 400uA 500kHz Adjustable Buck Buck Built-in Yes SOT-23-6 DC-DC Converters ROHS"
"U3/U4","SOT23-6 buck 2A adjustable","C49757","TPS562200DDCR","SOT-23-6","expand","2859","False","DC-DC Converters","-40???~+85???@(TA) 1 2A 330uA 4.5V~17V 650kHz 765mV~7V Adjustable Buck Buck Built-in Yes SOT-23-6 DC-DC Converters ROHS"
"U3/U4","SOT23-6 buck 2A adjustable","C79314","SY8009BABC","SOT-23-6","expand","1223","False","DC-DC Converters","-40???~+85??? 1 1MHz 2A 3V~5.5V 80uA Adjustable Buck Buck Built-in Yes SOT-23-6 DC-DC Converters ROHS"
"U3/U4","SOT23-6 buck 2A adjustable","C83336","SY8292ABC","SOT-23-6","expand","524","False","DC-DC Converters","-40???~+85???@(TA)???-40???~+125???@(TJ) 1 160uA 2A 5V~40V 800kHz Adjustable Buck Buck Built-in No SOT-23-6 DC-DC Converters ROHS"
"U5/U6","ADS1015IDGS","C193969","ADS1015IDGSR","VSSOP-10-0.5mm","expand","2053","False","Analog to Digital Converters (ADC)","-40???~+125??? 0.5LSB 12 128Hz???250Hz???490Hz???920Hz???1.6kHz???2.4kHz???3.3kHz 1MHz 2 2V~5.5V 2uA 3.3kHz 5ppm/??? 6.144V Built-in Built-in I2C Sigma-Delta Support Yes VSSOP-10-0.5mm Analog to Digital Converters (ADC) ROHS"
"U5/U6","ADS1015IDGS","C701606","ADS1015IDGST","VSSOP-10-0.5mm","expand","711","False","Analog to Digital Converters (ADC)","-40???~+125??? 0.5LSB 12 128Hz???250Hz???490Hz???920Hz???1.6kHz???2.4kHz???3.3kHz 1MHz 2 2V~5.5V 2uA 3.3kHz 5ppm/??? 6.144V Built-in Built-in I2C Sigma-Delta Support Yes VSSOP-10-0.5mm Analog to Digital Converters (ADC) ROHS"
"U5/U6","ADS1115 TSSOP-10","C2868291","ADS1115BQDGSRQ1","VSSOP-10-0.5mm","expand","2096","False","Analog to Digital Converters (ADC)","-40???~+125??? 16 1LSB 1MHz 2 2V~5.5V 500nA 5ppm/??? 6.144V 860Hz 8Hz???16Hz???32Hz???64Hz???128Hz???250Hz???475Hz???860Hz Built-in Built-in I2C Sigma-Delta Support Yes VSSOP-10-0.5mm Analog to Digital Converters (ADC) ROHS"
"U5/U6","ADS1115 TSSOP-10","C468683","ADS1115IDGST","VSSOP-10-0.5mm","expand","1136","False","Analog to Digital Converters (ADC)","-40???~+125??? 16 1LSB 1MHz 2V~5.5V 2uA 2???4 5ppm/??? 6.144V 860Hz 8Hz???16Hz???32Hz???64Hz???128Hz???250Hz???475Hz???860Hz Built-in Built-in I2C Sigma-Delta Support Yes VSSOP-10-0.5mm Analog to Digital Converters (ADC) ROHS"
"U5/U6","ADS1115 TSSOP-10","C9900280189","ADS1115IDGS","TSSOP-10","expand","0","False","SMT","TSSOP-10 SMT ROHS"
"U5/U6","ADS1115 TSSOP-10","C172375","ADS1115QDGSRQ1","VSSOP-10-0.5mm","expand","0","False","Analog to Digital Converters (ADC)","VSSOP-10-0.5mm Analog to Digital Converters (ADC) ROHS"
"U5/U6","ADS1115IDGS","C37593","ADS1115IDGSR","VSSOP-10","expand","7282","False","Analog to Digital Converters (ADC)","-40???~+125??? 16 1LSB 2 2.048V 2V~5.5V 500nA 860Hz 8Hz???16Hz???32Hz???64Hz???128Hz???250Hz???475Hz???860Hz Built-in Built-in I2C Sigma-Delta Support Yes VSSOP-10 Analog to Digital Converters (ADC) ROHS"
"U5/U6","ADS1115IDGS","C468683","ADS1115IDGST","VSSOP-10-0.5mm","expand","1136","False","Analog to Digital Converters (ADC)","-40???~+125??? 16 1LSB 1MHz 2V~5.5V 2uA 2???4 5ppm/??? 6.144V 860Hz 8Hz???16Hz???32Hz???64Hz???128Hz???250Hz???475Hz???860Hz Built-in Built-in I2C Sigma-Delta Support Yes VSSOP-10-0.5mm Analog to Digital Converters (ADC) ROHS"
"U5/U6","ADS1115IDGS","C9900280189","ADS1115IDGS","TSSOP-10","expand","0","False","SMT","TSSOP-10 SMT ROHS"
"U5/U6","ADS1115IDGSR","C37593","ADS1115IDGSR","VSSOP-10","expand","7282","False","Analog to Digital Converters (ADC)","-40???~+125??? 16 1LSB 2 2.048V 2V~5.5V 500nA 860Hz 8Hz???16Hz???32Hz???64Hz???128Hz???250Hz???475Hz???860Hz Built-in Built-in I2C Sigma-Delta Support Yes VSSOP-10 Analog to Digital Converters (ADC) ROHS"
"U5/U6","ADS1115IDGSR","C20606814","CM1103-SOPTA","MSOP-10","expand","5956","False","Analog to Digital Converters (ADC)","-40???~+125??? 16 1LSB 2.5V~5V 256mV???512mV???1.024V???2.048V???4.096V???6.144V 2kHz 2uA 4 500kHz 6.25Hz???12.5Hz???25Hz???50Hz???100Hz???400Hz???1kHz???2kHz Built-in Built-in I2C Sigma-Delta Support Yes MSOP-10 Analog to Digital Converters (ADC) ROHS"
